,fullCit,Source,Year,author,author_firstname,id,Type,gender
361,"Boynton, H. W. â€œThe Literary Aspect of Journalism.â€ù Atlantic 93 (1904): 845â€“51.",LJSBib,1904,Boynton,H,Boynton_1904,Secondary Works,male
558,"Boynton, H. W. â€œThe Literary Aspect of Journalism,â€ù in Atlantic Monthly 93:845-51 (June 1904).",SimsBib,1904,Boynton,H,Boynton_1904,Secondary Works,male
559,"Boynton, H. W. Journalism and Literature and Other Essays. Boston and New York: Houghton Mifflin & Co., 1904.",SimsBib,1904,Boynton,H,Boynton_1904,Secondary Works,male
412,"Hapgood, Hutchins. â€œA New Form of Literature.â€ù Bookman 21 (1905): 424â€“47.",LJSBib,1905,Hapgood,Hutchins,Hapgood_1905,Secondary Works,male
568,"Hapgood, Hutchins. â€œA New Form of Literature,â€ù in Bookman 21:424-27 (1905).",SimsBib,1905,Hapgood,Hutchins,Hapgood_1905,Secondary Works,male
340,"Anonymous, Anonymous. â€œThe Point of View: The Newspaper and Fiction.â€ù Scribnerâ€™s Magazine 40 (1906): 122â€“24.",LJSBib,1906,Anonymous,Anonymous,Anonymous_1906,Secondary Works,NA
555,"Anonymous, Anonymous. â€œThe Point of View: The Newspaper and Fiction,â€ù in Scribnerâ€™s Magazine 40:122-24 (July 1906).",SimsBib,1906,Anonymous,Anonymous,Anonymous_1906,Secondary Works,NA
423,"Hawthorne, Julian. â€œJournalism the Destroyer of Literature.â€ù The Critic 48 (1906): 166â€“71.",LJSBib,1906,Hawthorne,Julian,Hawthorne_1906,Secondary Works,male
534,"Warner, Langdon. â€œThe Editorâ€™s Clearing-House: Need Journalism Destroy Literature?â€ù The Critic 48 (1906): 469â€“70.",LJSBib,1906,Warner,Langdon,Warner_1906,Secondary Works,male
97,"Hapgood, Hutchins. The Spirit of Labor. New York: Duffield & Co., 1907.",LJPrimary,1907,Hapgood,Hutchins,Hapgood_1907,Primary Works,male
553,"Anonymous, Anonymous. â€œConfessions of a Literary Journalist,â€ù in Bookman 26:370-76 (Dec. 1907).",SimsBib,1907,Anonymous,Anonymous,Anonymous_1907,Secondary Works,NA
65,"Durland, Kellogg. The Red Reign: The True Story of an Adventurous Year in Russia. New York: The Century Co., 1907.",LJPrimary,1907,Durland,Kellogg,Durland_1907,Primary Works,male
8,"Baker, Ray Stannard. Following the Color Line. New York: Harper Torchbooks, 1964. Originally published by Doubleday, Page & Co. in 1908.",LJPrimary,1908,Baker,Ray,Baker_1908,Primary Works,male
98,"Hapgood, Hutchins. Types from City Streets. New York and London: Funk & Wagnalls Co., 1910. Magazine articles and sketches.",LJPrimary,1910,Hapgood,Hutchins,Hapgood_1910,Primary Works,male
16,"Berkman, Alexander. Prison Memoirs of an Anarchist. Introduction by Hutchins Hapgood; new introduction by Paul Goodman. New York: Schocken Books, 1970. Originally published 1912.",LJPrimary,1912,Berkman,Alexander,Berkman_1912,Primary Works,male
146,"London, Jack. Insurgent Mexico. New York: International Publishers, 1969. First published 1914.",LJPrimary,1914,London,Jack,London_1914,Primary Works,male
49,"Davis, Richard Harding. The Red Cross Girl. New York: Charles Scribner's Sons, 1916.",LJPrimary,1916,Davis,Richard,Davis_1916,Primary Works,male
565,"Eastman, Max. Journalism Versus Art. New York: Alfred A. Knopf, 1916.",SimsBib,1916,Eastman,Max,Eastman_1916,Secondary Works,male
208,"Reed, John. The War in Eastern Europe. New York: Charles Scribner's Sons, 1918.",LJPrimary,1918,Reed,John,Reed_1918,Primary Works,male
207,"Reed, John. Ten Days That Shook the World. Foreword by V. I. Lenin. New York: Vintage Books, 1960. First published 1919.",LJPrimary,1919,Reed,John,Reed_1919,Primary Works,male
57,"Dos Passos, John. Rosinante to the Road Again. New York: George H. Doran Co., 1922.",LJPrimary,1922,Dos Passos,John,Dos Passos_1922,Primary Works,male
107,"Hecht, Ben. 1001 Afternoons in Chicago. Chicago: Pascal Covici, 1922.",LJPrimary,1922,Hecht,Ben,Hecht_1922,Primary Works,male
326,The Pig / Ben Hecht -- 1922,AoFTOC,1922,Hecht,Ben,Hecht_1922,Primary Works,male
25,"Borrow, George. The Zincali: An Account of the Gypsies of Spain. London: John Murray, 1923.",LJPrimary,1923,Borrow,George,Borrow_1923,Primary Works,male
60,"Dreiser, Theodore. The Color of a Great City. New York: Boni and Liveright, 1923.",LJPrimary,1923,Dreiser,Theodore,Dreiser_1923,Primary Works,male
311,Japanese Earthquake / Ernest Hemingway -- 1923,AoFTOC,1923,Hemingway,Ernest,Hemingway_1923,Primary Works,male
105,"Hearn, Lafcadio. Creole Sketches. Edited by Charles Woodward Hutson. Bostonand New York: Houghton Mifflin, 1924.",LJPrimary,1924,Hearn,Lafcadio,Hearn_1924,Primary Works,male
56,"Dos Passos, John. Orient Express. New York: Harper & Brothers, 1922, 1927.",LJPrimary,1927,Dos Passos,John,Dos Passos_1927,Primary Works,male
22,"Bolitho, William. Camera Obscura. New York: Simon and Schuster, 1930.",LJPrimary,1930,Bolitho,William,Bolitho_1930,Primary Works,male
3,"Ade, George. The Old Time Saloon. New York: R. Long & R. R. Smith, 1931.",LJPrimary,1931,Ade,George,Ade_1931,Primary Works,male
276,Drift / Morris Markey -- 1931,AoFTOC,1931,Markey,Morris,Markey_1931,Primary Works,male
467,"Lewis, Oscar. Introduction. Frank Norris of â€œThe Waveâ€ù: Stories & Sketches from the San Francisco Weekly, 1893 to 1897. San Francisco: Westgate Press, 1931. 1â€“15.",LJSBib,1931,Lewis,Oscar,Lewis_1931,Secondary Works,male
74,"Flanner, Janet. Death in the Afternoon. New York: Scribner's, 1932.",LJPrimary,1932,Flanner,Janet,Flanner_1932,Primary Works,female
191,"Orwell, George. Down and Out in Paris and London. London: Gollancz, 1933.",LJPrimary,1933,Orwell,George,Orwell_1933,Primary Works,male
55,"Dos Passos, John. In All Countries. New York: Harcourt, Brace and Co., 1934.",LJPrimary,1934,Dos Passos,John,Dos Passos_1934,Primary Works,male
342,"Anonymous, Anonymous. Reportage preface. Proletarian Literature in the United States: An Anthology. Ed. Granville Hicks, et al. New York: International Publishers, 1935. 211â€“12.",LJSBib,1935,Anonymous,Anonymous,Anonymous_1935,Secondary Works,NA
344,"Asch, Nathan. Review. The New Republic 4 Sept. 1935: 108.",LJSBib,1935,Asch,Nathan,Asch_1935,Secondary Works,male
482,"North, Joseph. â€œReportage.â€ù American Writerâ€™s Congress. Ed. Henry Hart. New York: International, 1935. 120â€“23.",LJSBib,1935,North,Joseph,North_1935,Secondary Works,male
75,"Flanner, Janet. Green Hills of Africa. New York: Scribner's, 1935.",LJPrimary,1935,Flanner,Janet,Flanner_1935,Primary Works,female
78,"Flanner, Janet. The Trouble Iâ€™ve Seen. New York: William Morrow and Co., 1936.",LJPrimary,1936,Flanner,Janet,Flanner_1936,Primary Works,female
33,"Caldwell, Erskine, and Margaret Bourke-White. You Have Seen Their Faces. New York: Modern Age Books, 1937.",LJPrimary,1937,Caldwell,Erskine,Caldwell_1937,Primary Works,male
193,"Orwell, George. The Road to Wigan Pier. London: Gollancz, 1937.",LJPrimary,1937,Orwell,George,Orwell_1937,Primary Works,male
395,"Ford, Edwin H. â€œThe Art and Craft of the Literary Journalist.â€ù Survey of Journalism. Ed. George Fox Mott. New York: Barnes and Noble, 1937. 294â€“302.",LJSBib,1937,Ford,Edwin,Ford_1937,Secondary Works,male
396,"Ford, Edwin H. A Bibliography of Literary Journalism is America. Minneapolis: Burgess Publishing Co., 1937.",LJSBib,1937,Ford,Edwin,Ford_1937,Secondary Works,male
142,"Liebling, A. J. Back Where I Came From. New York: Sheridan House, 1938.",LJPrimary,1938,Liebling,A,Liebling_1938,Primary Works,male
1,"Adamic, Louis. My America 1928-1938. New York: Harper & Brothers, 1938.",LJPrimary,1938,Adamic,Louis,Adamic_1938,Primary Works,male
181,"Mitchell, Joseph. My Ears Are Bent. New York: Sheridan House, 1938.",LJPrimary,1938,Mitchell,Joseph,Mitchell_1938,Primary Works,male
192,"Orwell, George. Homage to Catalonia. London: Secker & Warburg, 1938.",LJPrimary,1938,Orwell,George,Orwell_1938,Primary Works,male
329,The Third Winter / Martha Gellhorn -- 1938,AoFTOC,1938,Gellhorn,Martha,Gellhorn_1938,Primary Works,female
296,from Let Us Now Praise Famous Men / James Agee -- 1939,AoFTOC,1939,Agee,James,Agee_1939,Primary Works,male
297,from Ninety Times Guilty / Hickman Powell -- 1939,AoFTOC,1939,Powell,Hickman,Powell_1939,Primary Works,male
134,"Lange, Dorothea and Paul S. Taylor. An American Exodus: A Record of Human Erosion. New York: Reynal & Hitchcock, 1939.",LJPrimary,1939,Lange,Dorothea,Lange_1939,Primary Works,female
570,"Hughes, Helen M. News and the Human Interest Story. Chicago: University of Chicago Press, 1940.",SimsBib,1940,Hughes,Helen,Hughes_1940,Secondary Works,female
5,"Agee, James. Let Us Now Praise Famous Men. Photos by Walker Evans, with an introduction by John Hersey. Boston: Houghton Mifflin, 1988. Originally published in 1941.",LJPrimary,1941,Agee,James,Agee_1941,Primary Works,male
221,"Shirer, William L. Berlin Diary. New York: Alfred A. Knopf, 1941.",LJPrimary,1941,Shirer,William,Shirer_1941,Primary Works,male
253,"West, Rebecca. Black Lamb and Grey Falcon; A Journey through Yugoslavia. New York: Viking, 1941.",LJPrimary,1941,West,Rebecca,West_1941,Primary Works,female
286,from Black Lamb and Grey Falcon / Rebecca West -- 1941,AoFTOC,1941,West,Rebecca,West_1941,Primary Works,female
15,"Berger, Meyer. The Eight Million: Journal of a New York Correspondent. New York: Columbia University Press, 1983. Originally published by Simon and Schuster, 1942.",LJPrimary,1942,Berger,Meyer,Berger_1942,Primary Works,male
195,"Paul, Elliot. The Last Time I Saw Paris. New York: Random House, 1942.",LJPrimary,1942,Paul,Elliot,Paul_1942,Primary Works,male
229,"Steinbeck, John. Bombs Away: The Story of a Bomber Team. New York: Viking, 1942.",LJPrimary,1942,Steinbeck,John,Steinbeck_1942,Primary Works,male
63,"Dunne, Finley Peter. Mr. Dooley at His Best. Edited by Elmer Ellis. New York: Scribner's, 1943.",LJPrimary,1943,Dunne,Finley,Dunne_1943,Primary Works,male
179,"Mitchell, Joseph. McSorley's Wonderful Saloon. New York: Duell, Sloan and Pearce, 1943.",LJPrimary,1943,Mitchell,Joseph,Mitchell_1943,Primary Works,male
230,"Steinbeck, John. Once There Was a War. New York: Viking, 1958. First published in 1943.",LJPrimary,1943,Steinbeck,John,Steinbeck_1943,Primary Works,male
298,from Once There Was a War / John Steinbeck -- 1943,AoFTOC,1943,Steinbeck,John,Steinbeck_1943,Primary Works,male
312,Juke Joint / Walter Bernstein -- 1945,AoFTOC,1945,Bernstein,Walter,Bernstein_1945,Primary Works,male
111,"Hersey, John. Hiroshima. New York: Alfred A. Knopf, 1946.",LJPrimary,1946,Hersey,John,Hersey_1946,Primary Works,male
169,"McNulty, John. Third Avenue, New York. Boston: Little, Brown and Co., 1946.",LJPrimary,1946,McNulty,John,McNulty_1946,Primary Works,male
291,from Hiroshima / John Hersey -- 1946,AoFTOC,1946,Hersey,John,Hersey_1946,Primary Works,male
314,Lethal Lightning / Jimmy Cannon -- 1946,AoFTOC,1946,Cannon,Jimmy,Cannon_1946,Primary Works,male
459,"Lemann, Nicholas. â€œHerseyâ€™s â€˜Hiroshima.â€™â€ù Politics 3 (Oct. 1946): 308.",LJSBib,1946,Lemann,Nicholas,Lemann_1946,Secondary Works,male
531,"Troyer, Howard William. Ned Ward of Grubstreet: A Study of Sub-Literary London in the Eighteenth Century. Cambridge: Harvard University Press, 1946.",LJSBib,1946,Troyer,Howard,Troyer_1946,Secondary Works,male
320,The Day of the Fight / W.C. Heinz -- 1947,AoFTOC,1947,Heinz,W,Heinz_1947,Primary Works,male
228,"Steinbeck, John. A Russian Journal. With pictures by Robert Capa. New York: Viking, 1948.",LJPrimary,1948,Steinbeck,John,Steinbeck_1948,Primary Works,male
257,"White, E. B. Here Is New York. New York: Harper & Brothers, 1949.",LJPrimary,1949,White,E,White_1949,Primary Works,male
424,"Hellmann, John. â€œThe Novel of Contemporary History.â€ù Atlantic Monthly Nov. 1949: 80-84.",LJSBib,1949,Hellmann,John,Hellmann_1949,Secondary Works,male
409,"Guilfoil, Kelsey. â€œJohn Hersey: Fact and Fiction.â€ù The English Journal 39, no. 7 (Sept. 1950): 355-360.",LJSBib,1950,Guilfoil,Kelsey,Guilfoil_1950,Secondary Works,male
278,"from ""Portrait of Hemingway"" / Lillian Ross -- 1950",AoFTOC,1950,Ross,Lillian,Ross_1950,Primary Works,female
280,"from ""The Bronx Slave Market"" / Marvel Cooke -- 1950",AoFTOC,1950,Cooke,Marvel,Cooke_1950,Primary Works,female
167,"McNulty, John. A Man Gets Around. Boston: Little, Brown and Co., 1951.",LJPrimary,1951,McNulty,John,McNulty_1951,Primary Works,male
450,"Kramer, Dale. Ross and The New Yorker. New York: Doubleday, 1951.",LJSBib,1951,Kramer,Dale,Kramer_1951,Secondary Works,male
572,"Kramer, Dale. Ross and The New Yorker. Garden City, N.Y.: Doubleday & Co., 1951.",SimsBib,1951,Kramer,Dale,Kramer_1951,Secondary Works,male
163,"McCarthy, Mary. On the Contrary. New York: Farrar, Straus and Cudahy, 1961. McKelway, St. Clair. True Tales from the Annals of Crime and Rascality. New York: Random House, 1951.",LJPrimary,1951,McCarthy,Mary,McCarthy_1951,Primary Works,female
212,"Ross, Lillian. Picture: John Huston, M.G. M., and the Making of The Red Badge of Courage. New York: Limelight Editions, 1984. First published in 1952.",LJPrimary,1952,Ross,Lillian,Ross_1952,Primary Works,female
316,Marrakech / George Orwell -- 1953,AoFTOC,1953,Orwell,George,Orwell_1953,Primary Works,male
566,"Fenton, Charles A. The Apprenticeship of Ernest Hemingway; The Early Years. New York: New American Library, 1961. Originally published 1954.",SimsBib,1954,Fenton,Charles,Fenton_1954,Secondary Works,male
148,"London, Jack. The Education of John Reed. With an introductory essay by John Stuart. New York: International Publishers, 1955.",LJPrimary,1955,London,Jack,London_1955,Primary Works,male
145,"Liebling, A. J. Liebling at Home. Introduction by Herbert Mitgang. Wideview Books, 1982. Contains: The Telephone Booth Indian; Chicago: The Second City; The Honest Rainmaker; The Earl of Louisiana; and The Jolity Building. â€”â€”. The Sweet Science. New York: Viking, 1956.",LJPrimary,1956,Liebling,A,Liebling_1956,Primary Works,male
35,"Capote, Truman. The Muses Are Heard. New York: Random House, 1956.",LJPrimary,1956,Capote,Truman,Capote_1956,Primary Works,male
168,"McNulty, John. The World of John McNulty. With an appreciation by James Thurber. Garden City, N.Y.: Doubleday & Co., 1957",LJPrimary,1957,McNulty,John,McNulty_1957,Primary Works,male
347,"Ball, John. Introduction. Children of the Levee by Lafcadio Hearn. Ed. O. W. Frost. [Lexington, Ky.:] University of Kentucky Press, 1957. 1â€“8.",LJSBib,1957,Ball,John,Ball_1957,Secondary Works,male
265,"Wilson, Edmund. The American Earthquake. Garden City, N.Y.: Doubleday & Co., 1958.",LJPrimary,1958,Wilson,Edmund,Wilson_1958,Primary Works,male
331,Two Generals / Norman Lewis -- 1958,AoFTOC,1958,Lewis,Norman,Lewis_1958,Primary Works,male
494,"Podhoretz, Norman. â€œThe Article as Art.â€ù Harperâ€™s July 1958: 74â€“79.",LJSBib,1958,Podhoretz,Norman,Podhoretz_1958,Secondary Works,male
258,"White, E. B. The Second Tree from the Corner. New York: Harper & Row, 1965. Since 1960",LJPrimary,1960,White,E,White_1960,Primary Works,male
14,"Berger, Meyer. Meyer Bergerâ€™s New York. New York: Random House, 1960.",LJPrimary,1960,Berger,Meyer,Berger_1960,Primary Works,male
177,"Mitchell, Joseph. ""The Mohawks in High Steel,"" in Apologies to the Iroquois, with Edmund Wilson. New York: Farrar, Straus, 1960.",LJPrimary,1960,Mitchell,Joseph,Mitchell_1960,Primary Works,male
182,"Mitchell, Joseph. The Bottom of the Harbor. Boston: Little, Brown and Company, 1960.",LJPrimary,1960,Mitchell,Joseph,Mitchell_1960,Primary Works,male
77,"Flanner, Janet. The Dangerous Summer. New York: Scribner's, 1985. Originally published 1960.",LJPrimary,1960,Flanner,Janet,Flanner_1960,Primary Works,female
13,"Bedford, Sybille. The Faces of Justice: A Traveller's Report. New York: Simon and Schuster, 1961.",LJPrimary,1961,Bedford,Sybille,Bedford_1961,Primary Works,female
301,from The Earl of Louisiana / A.J. Liebling -- 1961,AoFTOC,1961,Liebling,A,Liebling_1961,Primary Works,male
248,"Twain, Mark. The Complete Humorous Sketches and Tales of Mark Twain. Edited, and with an introduction, by Charles Neider. Garden City, N.Y.: Doubleday & Co., 1961.",LJPrimary,1961,Twain,Mark,Twain_1961,Primary Works,male
259,"White, Theodore H. The Making of the President 1960. New York: Atheneum, 1961.",LJPrimary,1961,White,Theodore,White_1961,Primary Works,male
166,"McKelway, St. Clair. The Edinburgh Caper; A One-Man International Plot. New York: Holt, Rinehart and Winston, 1962.",LJPrimary,1962,McKelway,St,McKelway_1962,Primary Works,male
227,"Snow, Edgar. Red China Today. New York: Random House, 1970. Orignally published as The Other Side of the River in 1962.",LJPrimary,1962,Snow,Edgar,Snow_1962,Primary Works,male
232,"Steinbeck, John. Travels with Charley; In Search of America. New York: Viking, 1962.",LJPrimary,1962,Steinbeck,John,Steinbeck_1962,Primary Works,male
2,"Ade, George. Chicago Stories. Edited by Franklin J. Meine; illustrated by John T. McCutcheon and others. Chicago: Henry Regnery, 1963. Selected journalism from early in the century.",LJPrimary,1963,Ade,George,Ade_1963,Primary Works,male
110,"Hersey, John. Here to Stay. New York: Alfred A. Knopf, 1963. Collected stories from World War II.",LJPrimary,1963,Hersey,John,Hersey_1963,Primary Works,male
231,"Steinbeck, John. The New Meaning of Treason. New York: Viking, 1964.",LJPrimary,1964,Steinbeck,John,Steinbeck_1964,Primary Works,male
323,The Girl of the Year / Tom Wolfe -- 1964,AoFTOC,1964,Wolfe,Tom,Wolfe_1964,Primary Works,male
72,"Flanner, Janet. A Moveable Feast. New York: Scribner's, 1964.",LJPrimary,1964,Flanner,Janet,Flanner_1964,Primary Works,female
34,"Capote, Truman. In Cold Blood. New York: Random House, 1965.",LJPrimary,1965,Capote,Truman,Capote_1965,Primary Works,male
93,"Halberstam, David. The Making of a Quagmire. New York: Random House, 1965.",LJPrimary,1965,Halberstam,David,Halberstam_1965,Primary Works,male
178,"Mitchell, Joseph. Joe Gould's Secret. New York: Viking, 1965.",LJPrimary,1965,Mitchell,Joseph,Mitchell_1965,Primary Works,male
269,"Wolfe, Tom. The Kandy-Kolored Tangerine-Flake Streamline Baby. New York: Farrar, Straus & Giroux, 1965.",LJPrimary,1965,Wolfe,Tom,Wolfe_1965,Primary Works,male
79,"Flanner, Janet.(GeneÌ‚t) Paris Journal 1944-1965. Edited by William Shawn. New York: Atheneum, 1965.",LJPrimary,1965,Flanner,Janet,Flanner_1965,Primary Works,female
588,"Ziff, Larzer. The American 1890s: Life and Times of a Lost Generation. New York: The Viking Press, 1966.",SimsBib,1966,Ziff,Larzer,Ziff_1966,Secondary Works,male
173,"McPhee, John. Oranges. New York: Farrar, Straus & Giroux, 1966.",LJPrimary,1966,McPhee,John,McPhee_1966,Primary Works,male
197,"Plimpton, George. Paper Lion. New York: HarperCollins, 1966.",LJPrimary,1966,Plimpton,George,Plimpton_1966,Primary Works,male
206,"Reed, John. Talk Stories. New York: Simon and Schuster, 1966.",LJPrimary,1966,Reed,John,Reed_1966,Primary Works,male
295,from In Cold Blood / Truman Capole -- 1966,AoFTOC,1966,Capole,Truman,Capole_1966,Primary Works,male
234,"Talese, Gay. The Kingdom and The Power. New York: World Publishing Co., 1966.",LJPrimary,1966,Talese,Gay,Talese_1966,Primary Works,female
28,"Breslin, Jimmy. The World of Jimmy Breslin. New York: Viking, 1967.",LJPrimary,1967,Breslin,Jimmy,Breslin_1967,Primary Works,male
108,"Hemingway, Ernest. By-Line: Ernest Hemingway. Edited by William White. New York: Scribner's, 1967.",LJPrimary,1967,Hemingway,Ernest,Hemingway_1967,Primary Works,male
162,"Matthiessen, Peter. The Snow Leopard. New York: Viking, 1978. McCarthy, Mary. Vietnam. New York: Harcourt, Brace & World, 1967.",LJPrimary,1967,Matthiessen,Peter,Matthiessen_1967,Primary Works,male
237,"Thompson, Hunter. Hellâ€™s Angels. New York: Random House, 1967.",LJPrimary,1967,Thompson,Hunter,Thompson_1967,Primary Works,male
305,from The Pine Barrens / John Mcphee -- 1967,AoFTOC,1967,Mcphee,John,Mcphee_1967,Primary Works,male
310,It's an Honor / Jimmy Breslin -- 1967,AoFTOC,1967,Breslin,Jimmy,Breslin_1967,Primary Works,male
156,"Mailer, Norman. The Armies of the Night: History as a Novel; The Novel as History. New York: New American Library, 1968.",LJPrimary,1968,Mailer,Norman,Mailer_1968,Primary Works,male
161,"Matthiessen, Peter. Hanoi. London: Weidenfeld and Nicholson, 1968.",LJPrimary,1968,Matthiessen,Peter,Matthiessen_1968,Primary Works,male
270,"Wolfe, Tom. The Pump House Gang. New York: Farrar, Straus & Giroux, 1968.",LJPrimary,1968,Wolfe,Tom,Wolfe_1968,Primary Works,male
300,from The Armies of the Night / Norman Mailer -- 1968,AoFTOC,1968,Mailer,Norman,Mailer_1968,Primary Works,male
302,from The Electric Kool-Aid Acid Test / Tom Wolfe -- 1968,AoFTOC,1968,Wolfe,Tom,Wolfe_1968,Primary Works,male
328,The Spike / George Orwell -- 1968,AoFTOC,1968,Orwell,George,Orwell_1968,Primary Works,male
585,"Stephens, Robert O. Hemingwayâ€™s Nonfiction; The Public Voice. Chapel Hill: University of North Carolina Press, 1968.",SimsBib,1968,Stephens,Robert,Stephens_1968,Secondary Works,male
52,"Didion, Joan. Slouching Towards Bethlehem. New York: Farrar, Straus & Giroux, 1968.",LJPrimary,1968,Didion,Joan,Didion_1968,Primary Works,female
315,Los Angeles Notebook / Joan Didion -- 1968,AoFTOC,1968,Didion,Joan,Didion_1968,Primary Works,female
164,"McGinniss, Joe. The Selling of the President 1968. New York: Trident Press, 1969.",LJPrimary,1969,McGinniss,Joe,McGinniss_1969,Primary Works,male
165,"McKelway, St. Clair. The Big Little Man from Brooklyn. Boston: Houghton Mifflin Co., 1969",LJPrimary,1969,McKelway,St,McKelway_1969,Primary Works,male
267,"Wolfe, Tom. Radical Chic and Mau-Mauing the Flak Catchers. New York: Farrar, Straus & Giroux, 1970.",LJPrimary,1970,Wolfe,Tom,Wolfe_1970,Primary Works,male
268,"Wolfe, Tom. The Electric Kool-Aid Acid Test. New York: Farrar, Straus & Giroux, 1970.",LJPrimary,1970,Wolfe,Tom,Wolfe_1970,Primary Works,male
484,"Oâ€™Connor, William Van, and Frederick J. Hoffman. Preface. American Non-Fiction: 1900â€“1950. 1952. Westport, Conn.: Greenwood Press, 1970. vâ€“vii.",LJSBib,1970,Oâ€™Connor,William,Oâ€™Connor_1970,Secondary Works,male
560,"Bruccoli, Matthew, editor. Ernest Hemingway, Cub Reporter; Kansas City Star Stories. Pittsburgh: University of Pittsburgh Press, 1970.",SimsBib,1970,Bruccoli,Matthew,Bruccoli_1970,Secondary Works,male
54,"Dorr, Rheta Childe. Inside the Russian Revolution. New York: Macmillan Co., 1918. Reprinted by Arno Press in 1970.",LJPrimary,1970,Dorr,Rheta,Dorr_1970,Primary Works,female
327,The Silent Season of a Hero / Gay Talese -- 1970,AoFTOC,1970,Talese,Gay,Talese_1970,Primary Works,female
172,"McPhee, John. Encounters with the Archdruid. New York: Farrar, Straus, & Giroux, 1971.",LJPrimary,1971,McPhee,John,McPhee_1971,Primary Works,male
196,"Paul, Elliot. The Life and Death of a Spanish Town. New York: Random House, 1937. Reprinted by Greenwood Press, 1971.",LJPrimary,1971,Paul,Elliot,Paul_1971,Primary Works,male
236,"Thompson, Hunter. Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream. New York: Popular Library, 1971.",LJPrimary,1971,Thompson,Hunter,Thompson_1971,Primary Works,male
240,"Tosches, Nick. U.S. Journal. New York: Dutton, 1971.",LJPrimary,1971,Tosches,Nick,Tosches_1971,Primary Works,male
281,"from ""The Scum Also Rises"" / Hunter S. Thompson -- 1971",AoFTOC,1971,Thompson,Hunter,Thompson_1971,Primary Works,male
436,"Johnson, Michael L. The New Journalism: The Underground Press, the Artists of Nonfiction, and Changes in the Established Media. Lawrence, Kans.: University Press of Kansas, 1971.",LJSBib,1971,Johnson,Michael,Johnson_1971,Secondary Works,male
567,"Gingrich, Arnold. Nothing But People; The Early Days at Esquire: A Personal History 1928â€“1958. New York: Crown Publishers, 1971.",SimsBib,1971,Gingrich,Arnold,Gingrich_1971,Secondary Works,male
76,"Flanner, Janet. Paris Was Yesterday (1925-1939). New York: Popular Library, 1972.",LJPrimary,1972,Flanner,Janet,Flanner_1972,Primary Works,female
233,"Talese, Gay. Honor Thy Father. New York: Fawcett-World, 1972.",LJPrimary,1972,Talese,Gay,Talese_1972,Primary Works,female
547,"Winterowd, W. Ross. The Rhetoric of the â€œOtherâ€ù Literature. Carbondale, Ill.: Southern Illinois University Press, 1990. Wolfe, Tom. â€œThe New Journalism.â€ù The New Journalism: With an Anthology. Ed. Tom Wolfe and E. W. Johnson. New York: Harper, 1973. 3â€“64.",LJSBib,1973,Winterowd,W,Winterowd_1973,Secondary Works,male
44,"Crane, Stephen. Tales, Sketches, and Reports, Vol. 7 of The Works of Stephen Crane, edited by Fredson Bowers. Charlottesville: University Press of Virginia, 1973.",LJPrimary,1973,Crane,Stephen,Crane_1973,Primary Works,male
250,"Wambaugh, Joseph. The Onion Field. New York: Delacorte Press, 1973.",LJPrimary,1973,Wambaugh,Joseph,Wambaugh_1973,Primary Works,male
444,"Kazin, Alfred. â€œThe Imagination of Fact.â€ù Bright Book of Life. Boston: Little, Brown, 1973. 209â€“41.",LJSBib,1973,Kazin,Alfred,Kazin_1973,Secondary Works,male
527,"Stott, William. Documentary Expression and Thirties America. New York: Oxford University Press, 1973.",LJSBib,1973,Stott,William,Stott_1973,Secondary Works,male
587,"Wolfe, Tom. The New Journalism. With an anthology edited by Tom Wolfe and E. W. Johnson. New York: Harper & Row, 1973.",SimsBib,1973,Wolfe,Tom,Wolfe_1973,Secondary Works,male
283,from Alive / Piers Paul Read -- 1974,AoFTOC,1974,Read,Piers,Read_1974,Primary Works,male
477,"Mills, Nicolaus. Introduction. The New Journalism: A Historical Anthology. New York: McGraw-Hill, 1974. xiâ€“xx.",LJSBib,1974,Mills,Nicolaus,Mills_1974,Secondary Works,male
64,"Dunne, John Gregory. Vegas: A Memoir of a Dark Season. New York: Random House, 1974.",LJPrimary,1974,Dunne,John,Dunne_1974,Primary Works,male
405,"Gold, Herbert. â€œOn Epidemic First Personism.â€ù The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 283â€“87.",LJSBib,1974,Gold,Herbert,Gold_1974,Secondary Works,male
434,"Jensen, Jay. â€œThe New Journalism in Historical Perspective.â€ù Journalism History 1.2 (1974): 37+.",LJSBib,1974,Jensen,Jay,Jensen_1974,Secondary Works,male
462,"Lemann, Nicholas. â€œParajournalism, or Tom Wolfe and His Magic Writing Machine.â€ù The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 223â€“33.",LJSBib,1974,Lemann,Nicholas,Lemann_1974,Secondary Works,male
493,"Pizer, Donald. â€œDocumentary Narrative as Art: William Manchester and Truman Capote.â€ù The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 207â€“19.",LJSBib,1974,Pizer,Donald,Pizer_1974,Secondary Works,male
523,"Solotaroff, Theodore. â€œIntroduction to Writers and Issues.â€ù The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 161â€“66.",LJSBib,1974,Solotaroff,Theodore,Solotaroff_1974,Secondary Works,male
